FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,element,tabName,questionID,participantID,file
92,821.5788,395.7604,937878.3635,937995.003,116.6395,0.3315,Participant_0irs6w9,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
93,750.0114,307.2386,938028.322,938211.6445,183.3225,0.2744,main,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
94,740.8661,363.3049,938319.968,938436.6065,116.6385,0.2456,Participant_0irs6w9,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
95,442.0357,372.6904,938486.63,938669.913,183.283,0.3069,Participant_0irs6w9,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
96,458.5469,390.7969,938703.2735,938836.566,133.2925,0.2129,Participant_0irs6w9,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
97,398.7376,432.456,938861.559,939561.4905,699.9315,0.2208,Participant_00lgubq,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
98,930.9678,397.9009,939678.163,940011.44,333.277,0.3,Activity_1itdn0d,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
99,468.2166,669.4528,940344.7545,940619.693,274.9385,0.2847,main,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
100,992.4249,677.326,940736.344,940919.677,183.333,0.4144,main,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
101,1252.3924,618.2113,941111.3075,941186.2985,74.991,0.3109,Participant_00lgubq,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
102,1191.8499,403.1172,941236.315,941394.602,158.287,0.2358,Participant_00lgubq,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
103,1124.5,98.9062,941427.933,941561.2645,133.3315,0.1177,answer_area_for_questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
104,716.3281,84.9844,941619.6055,941886.261,266.6555,0.1684,answer_area_for_questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
105,662.6107,571.0858,942744.4785,942827.798,83.3195,0.3319,Flow_1vik5s3,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
106,425.1688,719.2251,943027.7675,943119.4565,91.689,0.3905,main,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
107,418.7179,692.2222,943144.4385,943244.3945,99.956,0.4519,main,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
108,398.9926,678.5342,943277.744,943544.376,266.632,0.4676,main,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
109,415.8351,696.357,943694.3725,943852.686,158.3135,0.3168,main,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
110,667.0016,919.2493,944669.2645,944744.2445,74.98,0.5368,Participant_0irs6w9,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
111,325.6072,692.7153,945119.182,945252.5125,133.3305,0.3141,main,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
112,430.1903,655.198,945310.845,945510.804,199.959,0.4701,Participant_00lgubq,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
113,845.2446,705.0782,945594.156,945860.778,266.622,0.4175,Participant_0irs6w9,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
114,848.8039,697.1443,945960.799,946144.071,183.272,0.3589,Participant_0irs6w9,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
115,1058.7384,870.1946,946277.3935,946477.3675,199.974,0.3147,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
116,1151.3412,851.0824,946610.728,946677.3495,66.6215,0.1502,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
117,1424.1839,912.8519,946777.334,946852.33,74.996,0.829,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
118,1414.2105,910.2203,947027.366,947193.9595,166.5935,0.5313,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
119,1444.6165,914.7804,947385.6035,947535.64,150.0365,0.5411,,,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
120,1225.7454,838.0118,947785.559,947868.888,83.329,0.601,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
121,1209.9798,782.8925,948352.1785,948418.807,66.6285,0.3739,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
122,1175.0014,747.4988,948485.497,948577.123,91.626,0.4217,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
123,1209.0962,745.8614,948827.1085,949352.104,524.9955,0.3683,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
124,1235.4062,764.3438,949360.4085,949427.064,66.6555,0.4017,,,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
125,1204.5584,744.279,949518.6985,950135.2895,616.591,0.5089,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
126,707.7333,128.6,950235.281,950360.2925,125.0115,0.2809,option-answer-for-questionID_1_option_I don't know,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
127,706.7037,69.4074,950385.305,950610.253,224.948,0.1478,title-for-questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
128,757.4783,69.2391,950635.234,950826.8815,191.6475,0.1429,title-for-questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
129,1227.0145,669.4858,950968.518,951043.52,75.002,0.2549,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
130,1195.9969,750.0236,951201.922,951626.785,424.863,0.4138,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
131,921.4583,91.125,951710.155,951810.0865,99.9315,0.2689,answer_area_for_questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
132,840.927,57.9144,951835.117,952185.044,349.927,0.2982,title-for-questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
133,1196.705,731.6107,952410.0365,952601.6855,191.649,0.37,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
134,1190.0123,751.1339,952834.97,953076.618,241.648,0.5243,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
135,1209.7713,747.6318,953093.317,953409.935,316.618,0.6541,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
136,1042.872,625.625,953693.219,953984.8715,291.6525,0.4512,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
137,1213.5231,735.723,954068.1815,954676.4555,608.274,0.4763,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
138,1178.2576,761.7141,954876.4335,955101.3945,224.961,0.3156,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
139,1180.3628,756.9732,955193.035,955284.7075,91.6725,0.3751,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
140,1048.5188,623.699,955393.0395,956209.662,816.6225,0.3933,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
141,1047.4108,741.3304,956251.2805,956459.6135,208.333,0.328,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
142,1315.4652,774.7531,956742.9035,956826.1835,83.28,0.2033,Activity_1y73cft,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
143,1533.2107,767.3446,957076.155,957409.452,333.297,0.4993,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
144,1295.9904,754.9136,957442.7935,957626.091,183.2975,0.4579,Activity_1y73cft,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
145,1188.9231,750.6439,957659.436,957942.7375,283.3015,0.3815,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
146,1196.5907,749.305,958051.044,958917.658,866.614,0.5319,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
147,1187.282,745.4726,959159.2615,959400.894,241.6325,0.3657,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
148,1210.5346,740.8933,959825.8605,960017.5325,191.672,0.4965,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
149,1223.0526,757.2822,960042.519,960134.198,91.679,0.3955,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
150,1186.844,741.4462,960142.475,960234.13,91.655,0.7212,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
151,1198.7641,749.8294,960434.1255,961375.6725,941.547,0.5066,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
152,1169.6674,735.6564,961409.0055,961492.3565,83.351,0.4803,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
153,1197.3552,750.0018,961634.0045,961725.641,91.6365,0.4135,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
154,1199.5158,755.3766,961809.0215,962200.602,391.5805,0.4426,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
155,1190.6851,721.5048,962333.925,962425.584,91.659,0.4843,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
156,1181.681,751.886,962475.605,962617.2275,141.6225,0.3016,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
157,1192.9593,786.5736,962642.2255,962717.196,74.9705,0.384,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
158,1194.3199,762.3685,962758.8525,963092.2105,333.358,0.4055,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
159,1200.019,746.9499,963533.759,963775.4095,241.6505,0.4877,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
160,1180.0085,750.8701,963783.8005,964042.0445,258.244,0.3755,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
161,1202.5313,760.1411,964067.0275,964367.007,299.9795,0.529,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
162,1197.8595,757.9993,964450.3405,964541.9915,91.651,0.3114,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
163,1257.1005,766.6845,964625.3155,964758.6325,133.317,0.3478,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
164,1223.0416,753.416,964808.6475,964883.6115,74.964,0.2433,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
165,1222.6436,747.8216,965025.2815,965141.9075,116.626,0.2181,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
166,1217.5672,750.4185,965275.2945,965441.8905,166.596,0.4587,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
167,1226.1474,727.4488,965475.256,965575.205,99.949,0.4376,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
168,1236.4702,759.7345,966000.164,966100.1775,100.0135,0.3304,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
169,1217.0374,755.4806,966208.483,966300.2045,91.7215,0.4153,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
170,1198.5888,770.4052,966308.479,966375.145,66.666,0.4392,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
171,1215.9783,753.1092,966400.153,967125.079,724.926,0.4847,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
172,1211.5343,763.831,967216.686,967341.703,125.017,0.9266,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
173,1226.2246,744.7473,967350.0685,967533.315,183.2465,0.4262,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
174,1193.6002,755.9459,967699.963,968066.5915,366.6285,0.3861,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
175,1196.4678,758.7238,968141.6,968349.9065,208.3065,0.5241,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
176,1182.7385,754.8207,968483.265,968691.5325,208.2675,0.418,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
177,1225.5073,765.0055,968924.826,969074.897,150.071,0.5275,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
178,1188.5639,753.0565,969099.827,969658.0735,558.2465,0.5097,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
179,1220.9947,751.7542,969766.4055,969849.7185,83.313,0.3675,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
180,1202.1152,760.5033,969858.107,969933.069,74.962,0.4893,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
181,1533.5192,768.9562,970149.682,970824.6305,674.9485,0.5138,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
182,1553.5832,752.0001,970857.9665,970932.926,74.9595,0.1691,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
183,1513.3068,764.7695,970941.249,971041.274,100.025,0.4091,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
184,1537.8309,773.3164,971066.2965,972899.365,1833.0685,0.5203,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
