FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,element,tabName,questionID,participantID,file
185,1539.3466,768.9156,973132.6955,976174.023,3041.3275,0.4786,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
186,1536.5786,766.268,976282.3205,977907.124,1624.8035,0.4228,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
187,904.7917,645.875,978073.7995,978173.7725,99.973,0.1607,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
188,867.025,638.8,978248.805,978332.112,83.307,0.1651,Gateway_16iwq0r,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
189,866.6781,612.3973,978340.4615,978765.383,424.9215,0.3506,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
190,782.3359,580.0019,978890.3695,978973.6935,83.324,0.2256,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
191,869.7199,584.4138,979098.669,979207.0365,108.3675,0.4825,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
192,1021.0981,617.8137,979306.9665,979648.6205,341.654,0.3027,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
193,876.8224,613.6105,979706.961,980456.8345,749.8735,0.4395,Gateway_16iwq0r,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
194,1002.1543,623.8098,980523.559,980623.5305,99.9715,0.3613,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
195,1037.7064,613.5757,980815.128,980915.1325,100.0045,0.3856,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
196,876.2927,605.2508,981081.7615,983056.5825,1974.821,0.4813,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
197,1029.6328,641.6075,983098.218,983314.8745,216.6565,0.5162,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
198,1045.7233,627.7176,983364.852,983456.5265,91.6745,0.3753,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
199,867.5431,613.2276,983689.8155,983906.441,216.6255,0.3551,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
200,1197.424,737.9736,984139.773,984273.187,133.414,0.4118,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
201,1036.5221,638.8647,984423.0675,984564.7495,141.682,0.1781,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
202,1040.293,605.659,984573.0535,984856.345,283.2915,0.3519,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
203,1043.537,605.1265,984972.991,985397.9825,424.9915,0.4477,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
204,1037.4036,612.3584,985481.324,985881.2315,399.9075,0.4547,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
205,1211.656,742.3675,986106.2325,986339.559,233.3265,0.3557,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
206,1044.3977,641.6511,986431.203,986639.4995,208.2965,0.4493,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
207,1046.6568,618.6786,986647.844,986906.108,258.264,0.5353,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
208,898.5275,607.1371,986947.776,987222.759,274.983,0.3938,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
209,897.3747,584.9998,987231.078,987297.7375,66.6595,0.7574,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
210,870.9286,607.6905,987381.067,987564.36,183.293,0.2826,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
211,1040.1918,623.726,987606.0225,987906.017,299.9945,0.3181,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
212,1051.5916,801.6571,988030.972,988172.6385,141.6665,0.5745,Event_18533cl_label,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
213,1045.296,756.3885,988255.9685,988464.3385,208.37,0.519,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
214,1460.4988,752.3714,988522.5995,988597.592,74.9925,0.3509,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
215,1532.1667,764.6318,988822.5675,988972.5505,149.983,0.3127,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
216,1499.4007,782.9038,988980.9,989072.5235,91.6235,0.6614,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
217,1526.5938,767.008,989089.2015,989522.487,433.2855,0.4613,Gateway_1sonbru,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
218,1574.7501,944.5007,989789.1195,989855.784,66.6645,0.0891,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
219,990.3195,949.5181,990039.0935,990314.094,275.0005,0.3071,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
220,883.6829,967.7389,990430.703,990963.986,533.283,0.5441,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
221,857.1441,610.9887,991222.2935,991438.939,216.6455,0.349,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
222,1024.1026,652.6082,991488.9765,991563.92,74.9435,0.2563,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
223,1031.4132,619.6687,991572.2525,991638.897,66.6445,0.2935,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
224,1028.494,630.8879,991722.222,991838.888,116.666,0.3063,Gateway_018gk8h,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
225,1178.9991,690.5034,991897.228,991963.8725,66.6445,0.4652,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
226,1140.1915,754.5893,992280.508,992363.83,83.322,0.1661,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
227,1167.6801,725.5796,992372.182,992488.835,116.653,0.4335,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
228,1424.1951,754.0741,992605.4705,992705.5005,100.03,0.3246,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
229,1355.8613,761.3636,992830.431,993013.754,183.323,0.7403,Activity_1y73cft,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
230,1182.2217,734.7539,993180.41,993405.3785,224.9685,0.6326,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
231,1220.5793,744.9583,993438.712,993555.347,116.635,0.5188,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
232,1178.3568,753.086,993630.3475,993822.0145,191.667,0.4131,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
233,1207.8806,741.753,993863.65,993946.997,83.347,0.4919,Activity_1wvy7lk,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
234,1171.3205,676.9203,994196.9595,994338.618,141.6585,0.3307,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
235,1176.0828,137.028,994421.9145,994580.249,158.3345,0.1969,answer_area_for_questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
236,711.7794,115.4559,994638.576,994780.2565,141.6805,0.2087,option-answer-for-questionID_1_option_I don't know,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
237,594.1255,93.748,994821.871,994896.9335,75.0625,0.1808,option-answer-for-questionID_1_option_No,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
238,587.9643,114.5,994905.253,995021.861,116.608,0.2339,option-answer-for-questionID_1_option_No,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
239,566.2528,132.3635,995030.1955,996171.7285,1141.533,0.332,answer_area_for_questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
240,1220.9444,146.5833,996238.393,996388.3735,149.9805,0.2396,question-area-for-questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
241,1285.0975,139.6707,996421.69,996679.995,258.305,0.3155,next-button-area-in-questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
242,319.0667,157.9667,996796.704,996921.6675,124.9635,0.1783,,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
243,1210.5938,118.9219,996996.691,997129.957,133.266,0.3102,next-button-area-in-questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
244,1311.5,122.629,997154.9545,997413.297,258.3425,0.1698,next-button-area-in-questionID_1,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
245,423.9564,243.5114,997529.925,997729.8955,199.9705,0.2138,,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
246,1215.8784,474.3456,997838.2245,997979.8625,141.638,0.2202,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
247,907.8165,680.5538,998021.5065,998121.525,100.0185,0.2844,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
248,796.4989,588.7636,998221.5,998488.122,266.622,0.3648,Participant_0frremx,amazon-smart-shelfs.bpmn,1,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
249,774.1329,594.8512,998579.8765,998846.452,266.5755,0.3376,Event_1dsd8ca,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
250,863.9205,616.8514,998888.1985,999096.4625,208.264,0.3126,p_4_certifydocuments.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
251,998.1593,624.4466,999146.4155,999396.382,249.9665,0.4503,p_5_submittolandregistry.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
252,1174.7269,583.3553,999546.3475,999762.9775,216.63,0.3656,p_6_bookmortgages.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
253,960.5456,599.4011,999929.653,1000104.615,174.962,0.2847,p_5_submittolandregistry.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
254,700.7692,103.7885,1000246.282,1000462.897,216.615,0.2138,option-answer-for-questionID_2_option_I don't know,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
255,564.2226,92.2883,1000496.284,1000704.566,208.282,0.3362,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
256,1041.7635,662.1375,1000846.1865,1001071.1825,224.996,0.3839,Gateway_04f2crd_label,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
257,984.2617,625.9228,1001104.513,1001429.4685,324.9555,0.3568,p_5_submittolandregistry.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
258,827.6547,632.4936,1001487.782,1001737.8025,250.0205,0.4221,p_4_certifydocuments.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
259,904.75,412.25,1001804.4255,1001871.1245,66.699,0.2279,Participant_09jntyr,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
260,928.8673,348.0037,1001937.7305,1002154.3965,216.666,0.3213,Participant_09jntyr,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
261,730.5063,576.1629,1002212.756,1002820.9665,608.2105,0.3708,Participant_1raegj2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
262,870.3559,609.201,1002854.293,1003379.359,525.066,0.3699,p_4_certifydocuments.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
263,844.9812,605.2432,1003387.6505,1004087.5155,699.865,0.3209,p_4_certifydocuments.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
264,733.9249,108.0999,1004145.833,1004320.824,174.991,0.202,option-answer-for-questionID_2_option_I don't know,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
265,598.7927,106.4634,1004362.488,1005045.71,683.222,0.3761,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
266,767.0592,490.4997,1005154.062,1005329.043,174.981,0.414,Participant_1raegj2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
267,650.6923,121.9231,1005437.352,1005654.012,216.66,0.1455,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
268,589.2941,104.8456,1005687.303,1005970.633,283.33,0.3819,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
269,639.5938,88,1005987.269,1006253.908,266.639,0.4608,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
270,704.3214,74.0491,1006287.2355,1006753.8975,466.662,0.1891,title-for-questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
271,581.6296,98.3704,1006795.5605,1007020.5025,224.942,0.4247,option-answer-for-questionID_2_option_No,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
272,555.6667,116.9444,1007045.499,1007437.137,391.638,0.2066,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
273,269.2664,180.8668,1007487.0995,1007628.79,141.6905,0.2443,,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
274,649.9773,137.6136,1007678.746,1007862.0855,183.3395,0.2264,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
275,565.731,84.8941,1007887.069,1008112.061,224.992,0.3957,answer_area_for_questionID_2,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
276,550.9,101.9,1008137.036,1008303.6755,166.6395,0.1826,option-answer-for-questionID_2_option_Yes,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
277,204.5577,199.5577,1008370.335,1008586.9745,216.6395,0.2236,tab-header-tab-link-to_p_mainprocess.bpmn,p_mainprocess.bpmn,2,P01,C:\Users\Eye-tracking\Documents\amab\EyeMind\EyeMind-Experiment-instance\eyeMind\EyeMindApp\outputData\EyeMind_EyeMind_1690207245887_collected-data.json
