FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Element,Tab,currentQuestion,Fixation Dispersion
1612,785.6042,51.1928,3005022.8835,3005039.5515,16.668,title-for-questionID_3,cca_main.bpmn,3,0.7806
1613,779.0685,52.9446,3005047.881,3005056.2135,8.3325,title-for-questionID_3,cca_main.bpmn,3,
1614,740.0154,48.8073,3005085.401,3005097.8995,12.4985,title-for-questionID_3,cca_main.bpmn,3,
1615,718.8231,59.376,3005114.589,3005147.8695,33.2805,title-for-questionID_3,cca_main.bpmn,3,0.7858
1616,724.9879,58.6008,3005177.0445,3005193.72,16.6755,title-for-questionID_3,cca_main.bpmn,3,
1617,717.3893,67.3122,3005214.5375,3005239.5855,25.048,title-for-questionID_3,cca_main.bpmn,3,0.5352
1618,715.0363,52.4204,3005256.204,3005322.852,66.648,title-for-questionID_3,cca_main.bpmn,3,1.4628
1619,734.4888,35.008,3005372.8465,3005381.185,8.3385,,cca_main.bpmn,3,
1620,746.2226,43.433,3005397.8775,3005406.205,8.3275,title-for-questionID_3,cca_main.bpmn,3,
1621,744.6554,65.3803,3005431.199,3005439.519,8.32,title-for-questionID_3,cca_main.bpmn,3,
1622,753.8004,60.2763,3005497.832,3005514.496,16.664,title-for-questionID_3,cca_main.bpmn,3,0.2983
1623,747.1689,64.3063,3005522.829,3005531.161,8.332,title-for-questionID_3,cca_main.bpmn,3,
1624,756.737,55.8304,3005556.1585,3005564.4915,8.333,title-for-questionID_3,cca_main.bpmn,3,
1625,747.6001,27.1256,3005572.822,3005581.1545,8.3325,,cca_main.bpmn,3,
1626,753.0054,53.2576,3005589.4885,3005606.152,16.6635,title-for-questionID_3,cca_main.bpmn,3,0.3928
1627,740.1693,30.2748,3005614.486,3005622.8195,8.3335,,cca_main.bpmn,3,
1628,755.0469,57.6177,3005631.1505,3005664.48,33.3295,title-for-questionID_3,cca_main.bpmn,3,0.2757
1629,763.1176,55.2455,3005681.1435,3005689.477,8.3335,title-for-questionID_3,cca_main.bpmn,3,
1630,751.7271,35.317,3005697.8085,3005706.1475,8.339,,cca_main.bpmn,3,
1631,785.0367,61.4297,3005731.138,3005739.471,8.333,title-for-questionID_3,cca_main.bpmn,3,
1632,785.0329,28.6516,3005747.804,3005756.144,8.34,,cca_main.bpmn,3,
1633,784.1308,35.8612,3005797.8175,3005831.1985,33.381,,cca_main.bpmn,3,0.7891
1634,779.4327,52.3292,3005864.4845,3005872.8465,8.362,title-for-questionID_3,cca_main.bpmn,3,
1636,789.841,43.2983,3005947.7825,3005964.494,16.7115,title-for-questionID_3,cca_main.bpmn,3,0.0565
1637,778.8796,27.2191,3005981.12,3005989.452,8.332,,cca_main.bpmn,3,
1638,846.7982,32.9041,3006031.1715,3006135.29,104.1185,,cca_main.bpmn,3,1.1348
1639,836.9496,41.9516,3006197.7865,3006231.0865,33.3,title-for-questionID_3,cca_main.bpmn,3,0.9047
1640,893.7971,45.7048,3006264.413,3006289.4275,25.0145,title-for-questionID_3,cca_main.bpmn,3,0.9008
1641,887.395,38.2388,3006297.7865,3006306.1005,8.314,,cca_main.bpmn,3,
1643,900.4974,46.9127,3006472.758,3006506.1075,33.3495,title-for-questionID_3,cca_main.bpmn,3,1.1758
1644,893.9396,36.7131,3006518.6205,3006539.4035,20.783,,cca_main.bpmn,3,0.5201
1645,900.154,36.2692,3006547.7755,3006564.3855,16.61,,cca_main.bpmn,3,0.6112
1646,896.9922,47.1993,3006572.718,3006589.3935,16.6755,title-for-questionID_3,cca_main.bpmn,3,0.3036
1647,960.0144,9.9294,3006672.713,3006681.0355,8.3225,,cca_main.bpmn,3,
1648,970.6614,5.1617,3006697.6975,3006706.029,8.3315,,cca_main.bpmn,3,
1649,961.7916,24.7373,3006731.0565,3006772.716,41.6595,,cca_main.bpmn,3,0.8811
1650,970.071,34.3048,3006831.022,3006839.356,8.334,,cca_main.bpmn,3,
1651,1051.7223,62.1371,3007002.641,3007027.601,24.96,title-for-questionID_3,cca_main.bpmn,3,0.3706
1652,1058.7677,45.4111,3007052.6065,3007060.9365,8.33,title-for-questionID_3,cca_main.bpmn,3,
1653,1050.1472,49.5241,3007077.623,3007094.2595,16.6365,title-for-questionID_3,cca_main.bpmn,3,0.2571
1654,1069.5575,50.8861,3007110.9415,3007119.275,8.3335,title-for-questionID_3,cca_main.bpmn,3,
1655,1059.7624,54.6537,3007152.62,3007160.9605,8.3405,title-for-questionID_3,cca_main.bpmn,3,
1656,1054.7603,53.026,3007169.298,3007177.607,8.309,title-for-questionID_3,cca_main.bpmn,3,
1658,1052.0207,53.3059,3007219.2355,3007244.2475,25.012,title-for-questionID_3,cca_main.bpmn,3,0.5989
1659,1055.5439,55.2778,3007269.253,3007277.593,8.34,title-for-questionID_3,cca_main.bpmn,3,
1660,1072.2254,40.7991,3007285.9135,3007302.6175,16.704,title-for-questionID_3,cca_main.bpmn,3,0.0142
1661,1129.6701,28.0204,3007319.2425,3007344.231,24.9885,,cca_main.bpmn,3,0.9691
1662,1129.8576,38.08,3007360.922,3007377.5515,16.6295,,cca_main.bpmn,3,0
1663,1123.9624,36.7346,3007419.218,3007427.549,8.331,,cca_main.bpmn,3,
1664,1138.7492,31.4999,3007460.8765,3007477.6095,16.733,,cca_main.bpmn,3,0.0486
1666,1128.9288,37.3675,3007560.86,3007569.1935,8.3335,,cca_main.bpmn,3,
1667,1136.2998,29.0577,3007594.2165,3007602.553,8.3365,,cca_main.bpmn,3,
1668,1125.6759,21.9896,3007619.201,3007627.5515,8.3505,,cca_main.bpmn,3,
1669,1111.5895,33.7689,3007635.883,3007644.2135,8.3305,,cca_main.bpmn,3,
1670,1176.2648,26.3348,3007677.591,3007685.8995,8.3085,,cca_main.bpmn,3,
1671,1168.1655,31.1627,3007694.196,3007702.53,8.334,,cca_main.bpmn,3,
1672,1183.6079,21.8933,3007710.8825,3007777.5085,66.626,,cca_main.bpmn,3,0.7607
1673,1172.0155,30.7438,3007785.9345,3007802.501,16.5665,,cca_main.bpmn,3,0
1674,1160.4389,62.7833,3007885.829,3007902.527,16.698,title-for-questionID_3,cca_main.bpmn,3,0.4676
1675,1002.3407,683.1387,3008190.5215,3008198.8525,8.331,Participant_1tccln7,cca_main.bpmn,3,
1676,959.5093,656.5696,3008553.0485,3008565.5475,12.499,Participant_1tccln7,cca_main.bpmn,3,
1677,586.1083,67.8107,3008732.1535,3008865.4705,133.317,title-for-questionID_3,cca_main.bpmn,3,1.3435
1678,584.8817,71.831,3008873.792,3008882.109,8.317,title-for-questionID_3,cca_main.bpmn,3,
1679,593.6389,12.3334,3008915.49,3008923.875,8.385,,cca_main.bpmn,3,
1680,609.5024,21.9383,3009007.16,3009015.5105,8.3505,,cca_main.bpmn,3,
1681,604.5846,33.7144,3009023.778,3009032.1595,8.3815,,cca_main.bpmn,3,
1682,664.6009,14.5088,3009073.8095,3009082.1495,8.34,,cca_main.bpmn,3,
1683,671.0543,29.6209,3009123.758,3009157.092,33.334,,cca_main.bpmn,3,1.0987
1686,680.2433,46.271,3009382.0535,3009398.7165,16.663,title-for-questionID_3,cca_main.bpmn,3,0.893
1687,540.9845,49.2089,3009490.375,3009548.701,58.326,title-for-questionID_3,cca_main.bpmn,3,1.3546
1689,530.0211,56.5694,3009632.0255,3009640.3585,8.333,title-for-questionID_3,cca_main.bpmn,3,
1690,532.5773,38.1516,3009657.023,3009665.355,8.332,,cca_main.bpmn,3,
1691,633.0544,31.6525,3009715.398,3009723.7855,8.3875,,cca_main.bpmn,3,
1692,648.8937,22.2323,3009757.012,3009782.0915,25.0795,,cca_main.bpmn,3,0.6119
1693,647.8197,30.4055,3009807.061,3009823.671,16.61,,cca_main.bpmn,3,0.4474
1695,686.0541,49.5825,3010095.4365,3010112.1035,16.667,title-for-questionID_3,cca_main.bpmn,3,1.2271
1696,678.0461,51.2691,3010120.436,3010128.751,8.315,title-for-questionID_3,cca_main.bpmn,3,
1697,589.5717,59.9441,3010220.4265,3010228.7525,8.326,title-for-questionID_3,cca_main.bpmn,3,
1698,577.0845,45.89,3010278.7525,3010328.7975,50.045,title-for-questionID_3,cca_main.bpmn,3,1.2542
1699,564.9013,16.5379,3010345.4195,3010353.7675,8.348,,cca_main.bpmn,3,
1701,544.9832,36.941,3010420.424,3010437.074,16.65,,cca_main.bpmn,3,0.5831
1702,543.9371,35.0362,3010478.7115,3010562.0885,83.377,,cca_main.bpmn,3,1.5927
1703,540.7487,52.5219,3010595.3855,3010603.7355,8.35,title-for-questionID_3,cca_main.bpmn,3,
1705,587.5741,40.7812,3010687.037,3010695.374,8.337,title-for-questionID_3,cca_main.bpmn,3,
1706,610.9995,60.9684,3010720.356,3010728.684,8.328,title-for-questionID_3,cca_main.bpmn,3,
1707,580.034,17.0643,3010770.353,3010778.6795,8.3265,,cca_main.bpmn,3,
1708,587.6873,51.0532,3010820.377,3010828.707,8.33,title-for-questionID_3,cca_main.bpmn,3,
1709,587.6144,27.6086,3010837.0235,3010853.706,16.6825,,cca_main.bpmn,3,1.763
1710,633.2812,1.0438,3010887.022,3010895.3715,8.3495,,cca_main.bpmn,3,
1711,628.7887,21.9822,3010912.0065,3010920.331,8.3245,,cca_main.bpmn,3,
1712,633.224,13.1943,3010928.6895,3010953.6875,24.998,,cca_main.bpmn,3,0.5171
1713,630.8076,27.1302,3010970.3245,3010978.6615,8.337,,cca_main.bpmn,3,
1714,635.1311,18.5043,3010986.9995,3011053.6765,66.677,,cca_main.bpmn,3,1.5919
1716,682.6504,50.4833,3011191.7375,3011216.705,24.9675,title-for-questionID_3,cca_main.bpmn,3,0.8583
1717,694.4567,25.4908,3011774.988,3011799.999,25.011,,cca_main.bpmn,3,0.3973
1719,686.2479,44.4136,3011908.2855,3011916.626,8.3405,title-for-questionID_3,cca_main.bpmn,3,
1720,721.0922,29.0274,3011991.6095,3012033.279,41.6695,,cca_main.bpmn,3,1.9948
1721,723.245,25.7649,3012041.6025,3012049.936,8.3335,,cca_main.bpmn,3,
1722,713.318,27.6638,3012066.597,3012074.932,8.335,,cca_main.bpmn,3,
1723,717.2885,25.4627,3012083.266,3012099.9715,16.7055,,cca_main.bpmn,3,0.713
1724,765.1731,13.0794,3012133.2675,3012141.595,8.3275,,cca_main.bpmn,3,
1725,758.6289,15.8764,3012158.266,3012280.367,122.101,,cca_main.bpmn,3,1.5493
1726,790.2967,26.8599,3012325.508,3012346.36,20.852,,cca_main.bpmn,3,1.3885
1727,796.2759,29.2396,3012354.668,3012383.8095,29.1415,,cca_main.bpmn,3,0.9295
1728,790.0459,29.1683,3012404.6575,3012413.023,8.3655,,cca_main.bpmn,3,
1729,805.291,25.9026,3012429.634,3012437.962,8.328,,cca_main.bpmn,3,
1730,797.4855,30.9792,3012454.6545,3012462.9895,8.335,,cca_main.bpmn,3,
1731,802.1467,28.7423,3012471.284,3012479.614,8.33,,cca_main.bpmn,3,
1732,863.3124,38.1021,3012571.31,3012579.6555,8.3455,,cca_main.bpmn,3,
1733,860.1011,23.9772,3012629.609,3012642.1175,12.5085,,cca_main.bpmn,3,
1734,863.6648,34.7978,3012687.9675,3012696.267,8.2995,,cca_main.bpmn,3,
1735,1100.3834,667.0902,3013609.2395,3013621.7215,12.482,cca_2_createcustomer,cca_main.bpmn,3,
1736,1091.8737,727.0007,3013867.5385,3013880.0435,12.505,cca_2_createcustomer,cca_main.bpmn,3,
1737,700.0879,52.8042,3014042.5495,3014059.17,16.6205,title-for-questionID_3,cca_main.bpmn,3,0.9531
1738,705.9291,68.5077,3014067.557,3014075.892,8.335,title-for-questionID_3,cca_main.bpmn,3,
1739,603.1072,51.9241,3014167.529,3014217.517,49.988,title-for-questionID_3,cca_main.bpmn,3,0.8954
1740,549.1887,47.6311,3014263.361,3014284.1685,20.8075,title-for-questionID_3,cca_main.bpmn,3,0.4203
1741,531.7257,21.1147,3014350.8075,3014392.4815,41.674,,cca_main.bpmn,3,0.7722
1742,540.7563,24.1117,3014409.1385,3014417.468,8.3295,,cca_main.bpmn,3,
1743,532.5586,26.7046,3014434.17,3014467.4675,33.2975,,cca_main.bpmn,3,0.858
1744,533.7865,38.1911,3014484.124,3014492.4655,8.3415,,cca_main.bpmn,3,
1745,528.3944,13.0407,3014509.1385,3014517.458,8.3195,,cca_main.bpmn,3,
1746,525.2077,27.5252,3014534.1345,3014542.453,8.3185,,cca_main.bpmn,3,
1747,534.3705,30.7973,3014575.7815,3014592.5085,16.727,,cca_main.bpmn,3,0.5836
1748,621.0616,23.6337,3014625.7755,3014634.115,8.3395,,cca_main.bpmn,3,
1749,611.8264,34.8017,3014642.454,3014650.7805,8.3265,,cca_main.bpmn,3,
1750,601.1068,15.7278,3014659.1375,3014725.8065,66.669,,cca_main.bpmn,3,1.9163
1751,601.7781,22.9609,3014734.1385,3014767.4295,33.291,,cca_main.bpmn,3,1.1813
1752,603.8843,14.0482,3014775.763,3014817.4195,41.6565,,cca_main.bpmn,3,1.2167
1753,628.4851,32.1274,3014834.103,3014842.4135,8.3105,,cca_main.bpmn,3,
1754,607.3927,12.6154,3014863.2695,3014875.7845,12.515,,cca_main.bpmn,3,
1755,673.5607,19.1812,3014917.4055,3014934.0795,16.674,,cca_main.bpmn,3,0.5353
1756,672.3589,9.5176,3014942.4065,3014975.7465,33.34,,cca_main.bpmn,3,0.3584
1757,675.7413,33.7462,3014992.423,3015009.069,16.646,,cca_main.bpmn,3,0.5165
1758,682.9277,31.0441,3015025.7725,3015034.1455,8.373,,cca_main.bpmn,3,
1761,725.2872,53.7942,3015684.286,3015738.438,54.152,title-for-questionID_3,cca_main.bpmn,3,1.0361
1762,721.6788,61.919,3015755.1035,3015763.436,8.3325,title-for-questionID_3,cca_main.bpmn,3,
1763,712.8457,53.8685,3015771.781,3015780.1085,8.3275,title-for-questionID_3,cca_main.bpmn,3,
1764,714.2342,35.5039,3015880.122,3015905.087,24.965,,cca_main.bpmn,3,0.9016
1765,700.8574,43.6509,3015921.7555,3015930.084,8.3285,title-for-questionID_3,cca_main.bpmn,3,
1766,716.6715,37.8792,3015946.756,3015955.0845,8.3285,,cca_main.bpmn,3,
1767,712.907,49.4594,3015963.409,3016030.073,66.664,title-for-questionID_3,cca_main.bpmn,3,1.2908
1769,705.0166,47.7256,3016096.734,3016105.061,8.327,title-for-questionID_3,cca_main.bpmn,3,
1770,711.5349,46.1821,3016146.7285,3016163.3865,16.658,title-for-questionID_3,cca_main.bpmn,3,0.6105
1772,1119.6186,682.8531,3016642.5095,3016679.9975,37.488,cca_2_createcustomer,cca_main.bpmn,3,0.5472
1773,765.6024,100.3448,3017085.4335,3017093.7035,8.27,answer_area_for_questionID_3,cca_main.bpmn,3,
1774,770.4413,78.9642,3017110.3735,3017118.7445,8.371,answer_area_for_questionID_3,cca_main.bpmn,3,
1775,775.6032,79.9904,3017135.36,3017143.695,8.335,answer_area_for_questionID_3,cca_main.bpmn,3,
1776,772.0221,50.3966,3017193.7285,3017218.7005,24.972,title-for-questionID_3,cca_main.bpmn,3,1.0538
1777,770.167,48.4604,3017252.065,3017302.068,50.003,title-for-questionID_3,cca_main.bpmn,3,1.044
1778,762.5226,51.4976,3017310.343,3017327.0095,16.6665,title-for-questionID_3,cca_main.bpmn,3,0.0639
1779,817.278,17.2699,3017381.187,3017393.6865,12.4995,,cca_main.bpmn,3,
1780,819.3936,36.0449,3017427.002,3017452.003,25.001,,cca_main.bpmn,3,0.3886
1781,805.5691,4.8081,3017460.331,3017468.6685,8.3375,,cca_main.bpmn,3,
1782,817.7478,22.8453,3017510.3885,3017518.6965,8.308,,cca_main.bpmn,3,
1784,853.257,27.7282,3017610.3155,3017618.6515,8.336,,cca_main.bpmn,3,
1785,866.5949,29.0355,3017627.0095,3017635.339,8.3295,,cca_main.bpmn,3,
1787,867.0622,20.4911,3017693.6405,3017701.9735,8.333,,cca_main.bpmn,3,
1788,854.6258,26.6205,3017760.297,3017768.6345,8.3375,,cca_main.bpmn,3,
1789,861.3169,40.5988,3017776.962,3017785.2945,8.3325,title-for-questionID_3,cca_main.bpmn,3,
1790,855.5453,32.7364,3017793.662,3017802.0215,8.3595,,cca_main.bpmn,3,
1791,870.1551,54.8223,3017818.6215,3017826.9535,8.332,title-for-questionID_3,cca_main.bpmn,3,
1792,854.7031,55.8091,3017860.3105,3017868.616,8.3055,title-for-questionID_3,cca_main.bpmn,3,
1793,860.6082,33.6311,3017885.311,3017901.9475,16.6365,,cca_main.bpmn,3,0.3955
1794,890.0878,48.4575,3017926.9435,3017947.793,20.8495,title-for-questionID_3,cca_main.bpmn,3,0.7614
1795,895.7649,52.2184,3017960.2855,3018018.5975,58.312,title-for-questionID_3,cca_main.bpmn,3,0.7623
1796,901.3931,48.1482,3018026.9305,3018051.9715,25.041,title-for-questionID_3,cca_main.bpmn,3,1.2128
1797,886.9153,566.4885,3018285.247,3018293.585,8.338,Activity_1mcpixv,cca_main.bpmn,3,
1798,872.3896,476.9604,3018468.5765,3018481.0615,12.485,Activity_1mcpixv,cca_main.bpmn,3,
1799,1358.9385,593.7943,3019811.0245,3019844.3545,33.33,cca_3_ratecustomer,cca_main.bpmn,3,2.6402
1800,1343.0961,602.7658,3019873.534,3019881.865,8.331,cca_3_ratecustomer,cca_main.bpmn,3,
1801,1353.7515,589.2503,3019981.8495,3019994.3435,12.494,cca_3_ratecustomer,cca_main.bpmn,3,
1802,1366.7336,580.1184,3020015.1505,3020023.486,8.3355,cca_3_ratecustomer,cca_main.bpmn,3,
1805,1645.0443,537.3352,3020231.7915,3020240.124,8.3325,Participant_1tccln7,cca_main.bpmn,3,
1806,1636.4179,558.1148,3020298.481,3020315.111,16.63,Activity_1f3yg6b,cca_main.bpmn,3,2.5162
1807,1628.453,567.9212,3020323.4445,3020340.13,16.6855,Activity_1f3yg6b,cca_main.bpmn,3,0.3762
1808,1629.9051,561.1543,3020348.4585,3020356.789,8.3305,Activity_1f3yg6b,cca_main.bpmn,3,
1809,1636.9597,549.4297,3020365.1135,3020373.4465,8.333,Activity_1f3yg6b,cca_main.bpmn,3,
1810,1614.777,564.3052,3020415.097,3020431.781,16.684,Activity_1f3yg6b,cca_main.bpmn,3,1.205
1811,1613.041,560.1943,3020440.114,3020448.4645,8.3505,Activity_1f3yg6b,cca_main.bpmn,3,
1812,1608.9099,549.6208,3020456.78,3020465.093,8.313,Activity_1f3yg6b,cca_main.bpmn,3,
1813,1615.5299,569.7216,3020481.7595,3020515.103,33.3435,Activity_1f3yg6b,cca_main.bpmn,3,0.6238
1814,1629.843,564.9647,3020523.4205,3020531.753,8.3325,Activity_1f3yg6b,cca_main.bpmn,3,
1815,1642.3055,581.6031,3020548.433,3020581.8015,33.3685,Activity_1f3yg6b,cca_main.bpmn,3,0.6327
1816,1632.0935,586.2871,3020590.13,3020598.4445,8.3145,Activity_1f3yg6b,cca_main.bpmn,3,
1817,1637.3538,563.953,3020615.1055,3020644.257,29.1515,Activity_1f3yg6b,cca_main.bpmn,3,2.1393
1818,1638.6016,579.9697,3020698.4105,3020798.4005,99.99,Activity_1f3yg6b,cca_main.bpmn,3,2.2418
1819,1583.8328,598.3056,3020831.718,3020840.049,8.331,Activity_1f3yg6b,cca_main.bpmn,3,
1820,1614.8144,585.6516,3020873.398,3020881.7135,8.3155,Activity_1f3yg6b,cca_main.bpmn,3,
1821,1610.6813,594.7459,3020898.377,3020906.71,8.333,Activity_1f3yg6b,cca_main.bpmn,3,
1822,1617.6549,587.9939,3020923.374,3020940.0425,16.6685,Activity_1f3yg6b,cca_main.bpmn,3,0.231
1823,778.2133,60.1161,3021519.155,3021531.6565,12.5015,title-for-questionID_3,cca_main.bpmn,3,
1824,626.9544,42.8291,3021689.9555,3021698.288,8.3325,title-for-questionID_3,cca_main.bpmn,3,
1826,612.1973,50.574,3021756.627,3021839.9975,83.3705,title-for-questionID_3,cca_main.bpmn,3,1.8561
1827,613.0776,39.1373,3021848.314,3021856.619,8.305,,cca_main.bpmn,3,
1828,594.7301,20.08,3021881.6205,3021898.2885,16.668,,cca_main.bpmn,3,3.9996
1829,602.6436,21.1451,3021906.66,3021973.282,66.622,,cca_main.bpmn,3,1.134
1830,684.8946,23.6995,3022006.6275,3022039.922,33.2945,,cca_main.bpmn,3,1.1287
1831,679.185,30.9969,3022081.5915,3022131.6425,50.051,,cca_main.bpmn,3,1.3629
1832,564.8861,26.8006,3022164.9165,3022181.6145,16.698,,cca_main.bpmn,3,0.8949
1833,553.1432,28.6704,3022248.261,3022281.6015,33.3405,,cca_main.bpmn,3,0.9185
1834,547.7978,10.4998,3022289.9495,3022306.5815,16.632,,cca_main.bpmn,3,0.5443
1835,551.2309,7.6489,3022331.5675,3022364.899,33.3315,,cca_main.bpmn,3,1.3871
1836,552.4309,12.7274,3022381.5745,3022489.872,108.2975,,cca_main.bpmn,3,2.0104
1837,625.174,5.8895,3022523.234,3022564.8755,41.6415,,cca_main.bpmn,3,0.9362
1838,626.9665,30.8316,3022581.524,3022589.8575,8.3335,,cca_main.bpmn,3,
1839,619.1369,11.804,3022598.189,3022606.5435,8.3545,,cca_main.bpmn,3,
1840,634.363,12.4917,3022614.876,3022627.3675,12.4915,,cca_main.bpmn,3,
1841,626.2827,31.9977,3022648.2015,3022656.5705,8.369,,cca_main.bpmn,3,
1842,638.23,33.9273,3022673.179,3022681.514,8.335,,cca_main.bpmn,3,
1843,635.2346,34.9357,3022689.8555,3022714.8455,24.99,,cca_main.bpmn,3,0.726
1844,628.6191,38.7835,3022731.5075,3022739.8405,8.333,,cca_main.bpmn,3,
1845,665.0349,32.4415,3022789.8375,3022806.512,16.6745,,cca_main.bpmn,3,0.5956
1846,667.6878,35.57,3022814.8435,3022839.854,25.0105,,cca_main.bpmn,3,1.3166
1849,965.0526,706.0853,3023744.672,3023752.986,8.314,cca_1_validatecustomerdata,cca_main.bpmn,3,
1851,92.8197,225.5387,3024358.328,3024366.6505,8.3225,file-explorer-file_cca_main.bpmn,cca_main.bpmn,3,
1852,137.403,250.6749,3024408.3215,3024433.315,24.9935,file-explorer-file_cca_main.bpmn,cca_main.bpmn,3,1.5338
1853,133.8117,260.8785,3024441.6585,3024449.9885,8.33,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,
1855,140.6479,262.6478,3024483.335,3024491.6585,8.3235,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,
1856,155.233,279.1087,3024499.964,3024508.303,8.339,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,
1857,149.1955,259.6844,3024524.9625,3024533.2965,8.334,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,
1858,149.7407,270.9765,3024549.975,3024583.34,33.365,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,2.6931
1859,161.34,293.1821,3024599.9755,3024624.9815,25.006,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,3,1.1056
1860,164.3328,307.8225,3024641.624,3024666.6275,25.0035,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,3,0.6682
1861,156.325,294.9698,3024683.3085,3024691.6235,8.315,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,3,
1862,152.9033,307.0205,3024699.9475,3024708.2815,8.334,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,3,
1863,148.8768,295.2764,3024716.5985,3024741.5995,25.001,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,3,2.5584
1865,159.9726,309.8645,3024812.4485,3024824.962,12.5135,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,3,
1866,172.4719,329.0862,3024833.317,3024866.6135,33.2965,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,3,1.3022
1867,160.5048,324.7127,3024874.9535,3024949.9595,75.006,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,3,1.3497
1868,153.8963,332.394,3024958.2715,3024974.903,16.6315,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,3,0.1993
1869,149.3602,323.412,3024983.237,3024999.9135,16.6765,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,3,
1870,130.4274,262.6471,3025033.2395,3025066.564,33.3245,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,0.9489
1871,130.8705,259.3822,3025074.9,3025124.898,49.998,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,1.8058
1872,132.7037,263.0901,3025158.24,3025166.5725,8.3325,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,
1873,123.1595,246.5945,3025174.8925,3025249.87,74.9775,file-explorer-file_cca_main.bpmn,cca_main.bpmn,3,1.7319
1876,185.7962,265.9026,3025429.9175,3025463.266,33.3485,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,2.3223
1877,182.0106,248.1372,3025479.9175,3025488.287,8.3695,file-explorer-file_cca_main.bpmn,cca_main.bpmn,3,
1878,202.6259,267.6732,3025504.917,3025529.9075,24.9905,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,1.3491
1879,190.2835,285.1166,3025554.9365,3025563.292,8.3555,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,
1880,199.1367,269.6059,3025579.9035,3025604.955,25.0515,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,0.6813
1881,206.5619,286.475,3025621.5735,3025629.9395,8.366,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,3,
1882,199.0961,272.9083,3025638.2715,3025646.563,8.2915,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,3,
1883,669.4553,99.9948,3025709.1025,3025729.9115,20.809,option-answer-for-questionID_3_option_I don't know,cca_main.bpmn,3,1.1971
1884,698.5022,99.472,3025746.558,3025754.888,8.33,option-answer-for-questionID_3_option_I don't know,cca_main.bpmn,3,
1885,692.9956,107.1885,3025771.55,3025788.227,16.677,option-answer-for-questionID_3_option_I don't know,cca_main.bpmn,3,0.3283
1886,685.842,46.1776,3025875.713,3025904.871,29.158,title-for-questionID_3,cca_main.bpmn,3,0.4369
1887,691.1511,44.1435,3025913.211,3025929.8685,16.6575,title-for-questionID_3,cca_main.bpmn,3,0.0322
1889,683.8656,49.7572,3026021.5285,3026029.914,8.3855,title-for-questionID_3,cca_1_validatecustomerdata.bpmn,3,
1890,713.0978,403.9632,3026250.6885,3026263.1665,12.478,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,3,
1891,764.8333,437.6492,3026354.818,3026363.1515,8.3335,Activity_1bibbat,cca_1_validatecustomerdata.bpmn,3,
1892,762.4371,435.1104,3026379.81,3026485.6585,105.8485,Activity_1bibbat,cca_1_validatecustomerdata.bpmn,3,2.3672
1893,779.5729,536.2264,3026614.028,3026630.695,16.667,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,3,
1894,776.8792,534.6907,3026743.208,3026751.5085,8.3005,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,3,
1895,781.5955,555.7812,3027376.4295,3027384.761,8.3315,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,3,
1896,777.0664,410.5219,3027643.128,3027655.597,12.469,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,3,
1897,774.0362,421.9737,3027684.7275,3027693.069,8.3415,Activity_1bibbat,cca_1_validatecustomerdata.bpmn,3,
1898,781.2283,414.5134,3027734.7235,3027743.089,8.3655,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,3,
1899,772.2749,418.5168,3027776.3855,3027784.727,8.3415,Activity_1bibbat,cca_1_validatecustomerdata.bpmn,3,
