FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Element,Tab,currentQuestion,Fixation Dispersion
760,1095.276,659.0364,2927169.6125,2927177.9245,8.312,Flow_03iraxc,cca_main.bpmn,2,
761,1255.7859,684.2648,2927583.2695,2927591.633,8.3635,Participant_1tccln7,cca_main.bpmn,2,
762,1348.2745,630.5656,2927683.26,2927691.628,8.368,cca_3_ratecustomer,cca_main.bpmn,2,
763,1336.0404,604.1238,2927699.951,2927708.256,8.305,cca_3_ratecustomer,cca_main.bpmn,2,
764,1347.3837,589.4191,2927733.2895,2927749.9295,16.64,cca_3_ratecustomer,cca_main.bpmn,2,0.1921
765,1352.9952,581.3092,2927791.5745,2927799.906,8.3315,cca_3_ratecustomer,cca_main.bpmn,2,
766,1359.7296,587.5006,2927808.248,2927816.604,8.356,cca_3_ratecustomer,cca_main.bpmn,2,
767,1348.9452,587.9078,2927824.924,2927858.2445,33.3205,cca_3_ratecustomer,cca_main.bpmn,2,0.8712
768,1349.1273,604.2571,2927883.248,2927891.5725,8.3245,cca_3_ratecustomer,cca_main.bpmn,2,
769,1348.0762,590.0144,2927908.253,2927916.56,8.307,cca_3_ratecustomer,cca_main.bpmn,2,
770,1345.0832,575.7162,2927924.893,2927933.2365,8.3435,cca_3_ratecustomer,cca_main.bpmn,2,
771,1374.4082,591.8984,2927954.0735,2927966.5825,12.509,cca_3_ratecustomer,cca_main.bpmn,2,
772,1355.0402,599.5594,2928008.2505,2928016.569,8.3185,cca_3_ratecustomer,cca_main.bpmn,2,
773,1339.6676,586.992,2928033.228,2928049.8765,16.6485,cca_3_ratecustomer,cca_main.bpmn,2,2.0623
774,1346.9275,576.4014,2928066.55,2928074.882,8.332,cca_3_ratecustomer,cca_main.bpmn,2,
775,1343.9467,582.6599,2928112.3695,2928133.2285,20.859,cca_3_ratecustomer,cca_main.bpmn,2,1.1388
776,1332.2418,577.0812,2928158.2145,2928166.549,8.3345,cca_3_ratecustomer,cca_main.bpmn,2,
777,1341.2383,580.9672,2928316.534,2928324.847,8.313,cca_3_ratecustomer,cca_main.bpmn,2,
778,656.0448,564.4426,2928591.4985,2928599.823,8.3245,Activity_1e5lryq,cca_main.bpmn,2,
779,618.2088,560.0041,2928774.803,2928783.151,8.348,Activity_1e5lryq,cca_main.bpmn,2,
780,1520.6845,583.6303,2929428.9055,2929445.572,16.6665,Participant_1tccln7,cca_main.bpmn,2,
781,1495.5439,595.9803,2929458.078,2929466.4075,8.3295,Gateway_1l1nlh5,cca_main.bpmn,2,
782,1617.2713,567.7858,2929533.0495,2929541.3995,8.35,Activity_1f3yg6b,cca_main.bpmn,2,
783,1609.842,559.5523,2929549.776,2929558.0935,8.3175,Activity_1f3yg6b,cca_main.bpmn,2,
784,1628.4898,537.1714,2929574.7435,2929583.0555,8.312,Participant_1tccln7,cca_main.bpmn,2,
785,1615.352,570.0035,2929595.5655,2929641.3685,45.803,Activity_1f3yg6b,cca_main.bpmn,2,0.8873
786,1613.0921,561.8523,2929649.7005,2929658.0325,8.332,Activity_1f3yg6b,cca_main.bpmn,2,
787,1624.5332,569.1975,2929691.3605,2929699.693,8.3325,Activity_1f3yg6b,cca_main.bpmn,2,
788,1611.2546,579.4706,2929720.548,2929766.362,45.814,Activity_1f3yg6b,cca_main.bpmn,2,0.4959
789,1622.5702,592.8581,2929791.3485,2929803.86,12.5115,Activity_1f3yg6b,cca_main.bpmn,2,
790,1618.8971,583.6489,2929820.537,2929849.6945,29.1575,Activity_1f3yg6b,cca_main.bpmn,2,4.9498
791,1139.0131,698.512,2930441.308,2930449.6405,8.3325,cca_2_createcustomer,cca_main.bpmn,2,
792,1139.8872,686.1403,2931266.242,2931287.0385,20.7965,cca_2_createcustomer,cca_main.bpmn,2,
793,119.5042,284.9572,2931449.514,2931457.829,8.315,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,
794,142.5926,288.0898,2931474.5145,2931482.89,8.3755,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
795,108.5183,283.3933,2931532.88,2931541.1855,8.3055,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,
796,124.3693,275.1971,2931549.5045,2931557.875,8.3705,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,
797,126.0449,267.4373,2931566.2215,2931607.842,41.6205,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,1.5351
798,94.169,253.5811,2931641.1675,2931657.8615,16.694,file-explorer-file_cca_main.bpmn,cca_main.bpmn,2,0.2882
799,95.5774,243.3953,2931674.491,2931732.8605,58.3695,file-explorer-file_cca_main.bpmn,cca_main.bpmn,2,1.0354
800,103.7443,254.8006,2931741.1765,2931749.489,8.3125,file-explorer-file_cca_main.bpmn,cca_main.bpmn,2,
801,96.9421,246.6002,2931766.1635,2931799.548,33.3845,file-explorer-file_cca_main.bpmn,cca_main.bpmn,2,0.8418
802,119.3076,268.074,2931816.1855,2931824.5195,8.334,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,
804,123.537,233.1473,2931899.469,2931907.7935,8.3245,file-explorer-file_cca_main.bpmn,cca_main.bpmn,2,
805,117.6955,246.7509,2931924.492,2931932.798,8.306,file-explorer-file_cca_main.bpmn,cca_main.bpmn,2,
806,108.6652,234.4188,2931941.1705,2932032.8225,91.652,file-explorer-file_cca_main.bpmn,cca_main.bpmn,2,1.9865
808,95.6317,232.3562,2932107.8,2932132.788,24.988,file-explorer-file_cca_main.bpmn,cca_main.bpmn,2,3.3404
809,128.3254,264.3362,2932157.788,2932207.824,50.036,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,3.6344
811,147.4156,294.3687,2932299.471,2932374.443,74.972,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,2.0361
812,165.3614,260.3154,2932424.39,2932436.9015,12.5115,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,
813,154.6078,267.1456,2932449.4165,2932549.396,99.9795,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,1.8628
814,851.2462,159.9475,2932713.004,2932742.162,29.158,,cca_main.bpmn,2,0.5609
815,853.6353,95.5322,2932792.155,2932804.6705,12.5155,answer_area_for_questionID_2,cca_main.bpmn,2,
816,867.4587,85.2004,2932821.3185,2932829.6875,8.369,answer_area_for_questionID_2,cca_main.bpmn,2,
817,877.3188,80.0969,2932846.315,2932854.6815,8.3665,answer_area_for_questionID_2,cca_main.bpmn,2,
818,861.3519,61.2972,2932871.3125,2932879.645,8.3325,title-for-questionID_2,cca_main.bpmn,2,
819,865.5186,55.1799,2932887.9675,2932896.309,8.3415,title-for-questionID_2,cca_main.bpmn,2,
821,866.9479,29.9773,2932954.6395,2932962.965,8.3255,,cca_main.bpmn,2,
823,814.8576,299.5651,2933212.9725,2933221.3615,8.389,cca_2_createcustomer,cca_2_createcustomer.bpmn,2,
824,805.6538,335.426,2933254.6585,2933262.969,8.3105,cca_2_createcustomer,cca_2_createcustomer.bpmn,2,
825,812.0249,324.0168,2933279.619,2933292.1155,12.4965,cca_2_createcustomer,cca_2_createcustomer.bpmn,2,
827,808.1816,328.3004,2933404.5845,2933412.907,8.3225,cca_2_createcustomer,cca_2_createcustomer.bpmn,2,
828,644.7188,535.8736,2934096.2075,2934108.6755,12.468,Activity_1r902pd,cca_2_createcustomer.bpmn,2,
829,140.375,220.7129,2934229.487,2934254.518,25.031,file-explorer-area,cca_2_createcustomer.bpmn,2,2.3051
830,122.1298,226.6017,2934271.1775,2934287.833,16.6555,file-explorer-file_cca_main.bpmn,cca_2_createcustomer.bpmn,2,0.3096
831,116.9265,211.68,2934296.1675,2934304.5285,8.361,file-explorer-area,cca_2_createcustomer.bpmn,2,
832,123.7207,167.0759,2934371.228,2934379.53,8.302,tab-header-tab-link-to_cca_main.bpmn,cca_2_createcustomer.bpmn,2,
833,130.0355,186.245,2934387.798,2934396.1345,8.3365,tab-link-to_cca_main.bpmn,cca_2_createcustomer.bpmn,2,
834,133.1921,193.4686,2934421.1305,2934429.476,8.3455,tab-link-to_cca_main.bpmn,cca_2_createcustomer.bpmn,2,
836,136.2332,186.344,2934512.7945,2934521.1485,8.354,tab-link-to_cca_main.bpmn,cca_2_createcustomer.bpmn,2,
837,136.0874,174.6977,2934571.1285,2934587.776,16.6475,tab-link-to_cca_main.bpmn,cca_2_createcustomer.bpmn,2,0.3856
838,1291.4628,604.7853,2935166.8765,2935179.375,12.4985,cca_3_ratecustomer,cca_main.bpmn,2,
839,1294.715,596.4551,2935196.0555,2935248.998,52.9425,cca_3_ratecustomer,cca_main.bpmn,2,
840,131.5132,296.0053,2936200.785,2936209.145,8.36,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
842,156.785,304.2628,2936359.089,2936367.4835,8.3945,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
845,132.4799,261.8065,2936642.3655,2936675.703,33.3375,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,0.717
846,153.4524,274.5456,2936684.0365,2936750.695,66.6585,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,1.6153
847,147.7399,280.8993,2936767.3495,2936775.692,8.3425,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,
848,163.716,273.8505,2936792.349,2936809.0365,16.6875,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,0.3147
849,175.8032,276.789,2936842.3985,2936859.007,16.6085,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,0.846
850,144.559,269.835,2936892.3535,2936950.6735,58.32,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,1.7222
851,152.9804,262.813,2936967.3745,2937000.687,33.3125,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,1.1027
852,204.452,267.8714,2937050.7015,2937075.723,25.0215,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,2.0812
853,216.1746,261.6943,2937092.314,2937100.6455,8.3315,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,
854,207.6732,270.6517,2937117.3925,2937134.0075,16.615,file-explorer-file_cca_1_validatecustomerdata.bpmn,cca_main.bpmn,2,0.1692
856,967.5455,363.8564,2937513.733,2937522.0895,8.3565,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
857,783.5451,402.8126,2937888.6745,2937897.0075,8.333,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
858,776.8193,507.6986,2938122.032,2938130.374,8.342,Activity_1bibbat,cca_1_validatecustomerdata.bpmn,2,
859,788.7787,549.2316,2938810.054,2938826.698,16.644,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
860,799.9968,549.7138,2939059.986,2939072.493,12.507,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
861,803.0374,529.473,2939284.9265,2939293.259,8.3325,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
862,812.3161,544.9269,2939931.5805,2939948.243,16.6625,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
863,785.615,558.6001,2940448.191,2940464.859,16.668,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
864,821.2038,431.1055,2940664.827,2940786.2445,121.4175,Activity_1bibbat,cca_1_validatecustomerdata.bpmn,2,1.3475
865,953.8155,417.2194,2940932.0465,2940944.535,12.4885,Activity_1qf4wr7,cca_1_validatecustomerdata.bpmn,2,
866,702.8651,52.7165,2941227.8315,2941269.5355,41.704,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,0.9046
867,685.0274,41.2927,2941352.8165,2941361.197,8.3805,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,
868,675.066,23.4359,2941386.1955,2941394.4895,8.294,,cca_1_validatecustomerdata.bpmn,2,
869,584.7181,14.6221,2941440.315,2941477.8105,37.4955,,cca_1_validatecustomerdata.bpmn,2,1.7773
870,583.6272,19.1265,2941486.138,2941494.4725,8.3345,,cca_1_validatecustomerdata.bpmn,2,
871,568.153,18.4183,2941511.1775,2941519.466,8.2885,,cca_1_validatecustomerdata.bpmn,2,
872,585.9327,22.2974,2941536.137,2941552.8345,16.6975,,cca_1_validatecustomerdata.bpmn,2,0.9468
873,583.9216,13.2459,2941561.1275,2941577.793,16.6655,,cca_1_validatecustomerdata.bpmn,2,0.3981
874,574.8349,10.7369,2941586.158,2941644.4735,58.3155,,cca_1_validatecustomerdata.bpmn,2,1.4988
875,583.5656,5.9771,2941656.976,2941694.454,37.478,,cca_1_validatecustomerdata.bpmn,2,0.9702
876,634.057,0.1879,2941744.443,2941769.4405,24.9975,,cca_1_validatecustomerdata.bpmn,2,1.2293
877,639.9775,-0.6346,2941777.7955,2941786.1225,8.327,,cca_1_validatecustomerdata.bpmn,2,
878,645.9619,7.6594,2941819.4625,2941827.763,8.3005,,cca_1_validatecustomerdata.bpmn,2,
879,638.5151,24.8964,2941852.76,2941861.0925,8.3325,,cca_1_validatecustomerdata.bpmn,2,
880,649.7566,21.408,2941877.756,2941886.089,8.333,,cca_1_validatecustomerdata.bpmn,2,
881,716.7371,28.6157,2941940.259,2941969.4135,29.1545,,cca_1_validatecustomerdata.bpmn,2,0.6828
883,724.6201,24.7676,2942069.416,2942081.927,12.511,,cca_1_validatecustomerdata.bpmn,2,
885,770.8646,43.435,2942177.7495,2942211.071,33.3215,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,0.7868
886,779.227,49.4228,2942219.421,2942236.0605,16.6395,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,0.2004
887,771.6936,43.3136,2942265.2455,2942294.384,29.1385,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,0.727
888,775.4384,43.7468,2942302.7435,2942311.071,8.3275,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,
889,776.8053,31.9999,2942319.3735,2942340.26,20.8865,,cca_1_validatecustomerdata.bpmn,2,0.6558
890,842.0733,6.5835,2942377.7035,2942386.0835,8.38,,cca_1_validatecustomerdata.bpmn,2,
891,838.2656,37.2902,2942411.067,2942436.03,24.963,,cca_1_validatecustomerdata.bpmn,2,0.4803
892,785.7481,402.2065,2943061.2435,2943073.7425,12.499,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
893,784.5161,399.0046,2943123.7615,2943132.088,8.3265,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
894,955.6203,416.1192,2943307.0735,2943315.401,8.3275,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
895,964.9672,417.2866,2943498.682,2943507.0145,8.3325,Activity_1qf4wr7,cca_1_validatecustomerdata.bpmn,2,
896,948.7137,433.6895,2944195.7165,2944204.0085,8.292,Activity_1qf4wr7,cca_1_validatecustomerdata.bpmn,2,
897,787.7218,510.4685,2944745.6165,2944758.1145,12.498,Activity_1bibbat,cca_1_validatecustomerdata.bpmn,2,
898,759.1613,544.913,2944828.937,2944837.2685,8.3315,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
899,800.3058,543.7038,2945733.0075,2945745.5095,12.502,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
900,783.065,560.9994,2946070.4795,2946078.845,8.3655,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
901,824.8664,535.8452,2946498.3865,2946551.0045,52.618,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
902,777.5901,552.3406,2946821.054,2946833.545,12.491,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
903,791.6579,536.7051,2947058.527,2947066.8515,8.3245,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
904,703.0233,28.3804,2947625.122,2947650.148,25.026,,cca_1_validatecustomerdata.bpmn,2,0.832
905,705.1358,18.9611,2947712.618,2947725.103,12.485,,cca_1_validatecustomerdata.bpmn,2,
906,704.5103,34.0252,2947733.4485,2947741.7975,8.349,,cca_1_validatecustomerdata.bpmn,2,
907,707.307,24.3583,2947775.1045,2947783.436,8.3315,,cca_1_validatecustomerdata.bpmn,2,
908,706.8123,43.1198,2947808.4425,2947816.7765,8.334,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,
909,711.3494,37.4933,2947825.087,2947841.7895,16.7025,,cca_1_validatecustomerdata.bpmn,2,0.5525
910,701.5699,31.5537,2947850.1125,2947858.4465,8.334,,cca_1_validatecustomerdata.bpmn,2,
911,710.1247,36.7794,2947866.7685,2947875.0815,8.313,,cca_1_validatecustomerdata.bpmn,2,
912,692.2718,36.9077,2947891.782,2947900.1045,8.3225,,cca_1_validatecustomerdata.bpmn,2,
913,746.3463,36.2492,2947975.1105,2948025.0745,49.964,,cca_1_validatecustomerdata.bpmn,2,0.9386
914,603.7703,36.5389,2948083.404,2948091.7645,8.3605,,cca_1_validatecustomerdata.bpmn,2,
915,606.5924,27.6525,2948108.3995,2948221.645,113.2455,,cca_1_validatecustomerdata.bpmn,2,1.3292
916,604.6269,33.132,2948229.835,2948246.486,16.651,,cca_1_validatecustomerdata.bpmn,2,0.8453
917,607.2076,25.4999,2948254.8445,2948346.457,91.6125,,cca_1_validatecustomerdata.bpmn,2,1.5152
918,565.7425,27.3667,2948371.4845,2948379.856,8.3715,,cca_1_validatecustomerdata.bpmn,2,
919,562.4664,29.3427,2948413.134,2948438.132,24.998,,cca_1_validatecustomerdata.bpmn,2,0.3938
920,571.9515,24.0236,2948446.509,2948454.826,8.317,,cca_1_validatecustomerdata.bpmn,2,
921,563.202,29.5194,2948471.4905,2948504.788,33.2975,,cca_1_validatecustomerdata.bpmn,2,0.4838
922,574.938,8.9435,2948538.103,2948546.436,8.333,,cca_1_validatecustomerdata.bpmn,2,
923,570.768,37.5192,2948575.616,2948588.128,12.512,,cca_1_validatecustomerdata.bpmn,2,
924,582.2032,43.8164,2948629.7615,2948638.1005,8.339,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,
925,577.6622,18.6111,2948671.429,2948679.805,8.376,,cca_1_validatecustomerdata.bpmn,2,
926,572.5597,37.6029,2948696.4205,2948713.0925,16.672,,cca_1_validatecustomerdata.bpmn,2,0.3444
927,650.4322,23.7652,2948763.085,2948804.7955,41.7105,,cca_1_validatecustomerdata.bpmn,2,0.422
929,659.9556,39.4201,2948983.894,2949004.754,20.86,,cca_1_validatecustomerdata.bpmn,2,0.1592
930,738.6321,28.0895,2949063.048,2949088.07,25.022,,cca_1_validatecustomerdata.bpmn,2,0.8288
931,729.9705,28.984,2949104.7125,2949154.703,49.9905,,cca_1_validatecustomerdata.bpmn,2,0.7795
932,740.7484,20.7161,2949179.7455,2949188.051,8.3055,,cca_1_validatecustomerdata.bpmn,2,
933,730.0602,30.9568,2949221.3795,2949229.7405,8.361,,cca_1_validatecustomerdata.bpmn,2,
934,732.2769,21.4131,2949250.539,2949279.709,29.17,,cca_1_validatecustomerdata.bpmn,2,0.9534
935,735.2217,23.0013,2949288.0595,2949338.0165,49.957,,cca_1_validatecustomerdata.bpmn,2,0.9458
936,723.5509,24.3344,2949346.3745,2949354.7065,8.332,,cca_1_validatecustomerdata.bpmn,2,
937,741.8536,25.2776,2949375.5255,2949388.041,12.5155,,cca_1_validatecustomerdata.bpmn,2,
938,759.4933,34.4819,2949446.3385,2949488.016,41.6775,,cca_1_validatecustomerdata.bpmn,2,0.8059
939,763.5939,30.8727,2949504.7515,2949529.694,24.9425,,cca_1_validatecustomerdata.bpmn,2,0.5118
940,766.1477,32.8441,2949538.0185,2949563.0005,24.982,,cca_1_validatecustomerdata.bpmn,2,1.2095
941,758.5035,34.4344,2949575.5165,2949588.001,12.4845,,cca_1_validatecustomerdata.bpmn,2,
942,766.38,39.0006,2949596.3225,2949604.6555,8.333,,cca_1_validatecustomerdata.bpmn,2,
943,787.546,395.102,2950079.605,2950087.9355,8.3305,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
944,928.161,397.1459,2950380.8725,2950393.3915,12.519,Participant_1xfb7qz,cca_1_validatecustomerdata.bpmn,2,
945,966.4665,450.4606,2950451.74,2950460.036,8.296,Activity_1qf4wr7,cca_1_validatecustomerdata.bpmn,2,
947,800.8448,424.19,2951505.7395,2951526.561,20.8215,Activity_1bibbat,cca_1_validatecustomerdata.bpmn,2,
948,779.9913,546.1934,2951743.198,2951793.218,50.02,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,1.151
949,776.1057,549.3126,2951809.853,2951818.1905,8.3375,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
950,783.579,548.1155,2951918.1935,2951926.526,8.3325,Activity_09vlpx6,cca_1_validatecustomerdata.bpmn,2,
951,453.6228,140.0516,2952034.872,2952051.5145,16.6425,,cca_1_validatecustomerdata.bpmn,2,1.7929
952,439.4031,116.8511,2952068.2055,2952101.493,33.2875,,cca_1_validatecustomerdata.bpmn,2,1.4289
953,440.5712,96.0558,2952118.195,2952223.7115,105.5165,,cca_1_validatecustomerdata.bpmn,2,4.2653
954,288.4563,142.051,2952260.4445,2952285.4275,24.983,,cca_1_validatecustomerdata.bpmn,2,1.3562
955,298.1676,154.6089,2952297.9265,2952422.9405,125.014,,cca_1_validatecustomerdata.bpmn,2,1.7263
956,300.3928,162.8985,2952431.279,2952481.2685,49.9895,,cca_1_validatecustomerdata.bpmn,2,1.1293
958,615.0392,95.6333,2952781.1905,2952789.5225,8.332,option-answer-for-questionID_2_option_No,cca_1_validatecustomerdata.bpmn,2,
959,605.1165,96.6293,2952797.8665,2952822.865,24.9985,option-answer-for-questionID_2_option_No,cca_1_validatecustomerdata.bpmn,2,0.6951
960,606.863,93.1297,2952831.1915,2952872.8555,41.664,option-answer-for-questionID_2_option_No,cca_1_validatecustomerdata.bpmn,2,0.6137
961,607.5574,102.5362,2952881.199,2952889.5225,8.3235,option-answer-for-questionID_2_option_No,cca_1_validatecustomerdata.bpmn,2,
962,595.7433,70.3586,2952952.024,2952981.207,29.183,title-for-questionID_2,cca_1_validatecustomerdata.bpmn,2,1.0982
963,254.9889,140.8346,2953052.004,2953097.867,45.863,,cca_1_validatecustomerdata.bpmn,2,1.4249
964,255.1546,145.4289,2953106.2075,2953147.82,41.6125,,cca_1_validatecustomerdata.bpmn,2,1.4929
966,264.2525,157.1542,2953189.545,2953214.5215,24.9765,,cca_2_createcustomer.bpmn,2,0.8127
969,105.7768,188.3811,2953486.214,2953494.5465,8.3325,tab-link-to_cca_main.bpmn,cca_2_createcustomer.bpmn,2,
970,92.9101,171.457,2953511.186,2953519.5175,8.3315,tab-link-to_cca_main.bpmn,cca_2_createcustomer.bpmn,2,
971,127.6131,201.4376,2953536.1795,2953544.51,8.3305,tab-link-to_cca_main.bpmn,cca_2_createcustomer.bpmn,2,
972,124.9272,208.3403,2953577.88,2953602.8355,24.9555,file-explorer-area,cca_2_createcustomer.bpmn,2,0.827
973,890.9642,515.5782,2953927.8095,2953944.484,16.6745,Participant_0iorj71,cca_2_createcustomer.bpmn,2,
974,990.4401,504.3473,2954244.4455,2954252.772,8.3265,Participant_1tccln7,cca_main.bpmn,2,
975,1463.8806,506.0258,2954340.2865,2954352.752,12.4655,Participant_1tccln7,cca_main.bpmn,2,
976,1475.9814,488.2888,2954377.758,2954390.2665,12.5085,Participant_1tccln7,cca_main.bpmn,2,
977,1463.7341,524.8866,2954419.4135,2954427.749,8.3355,Gateway_1l1nlh5_label,cca_main.bpmn,2,
978,1386.6236,605.2706,2954599.7915,2954608.1365,8.345,cca_3_ratecustomer,cca_main.bpmn,2,
979,1331.281,605.9132,2954703.9645,2954716.4535,12.489,cca_3_ratecustomer,cca_main.bpmn,2,
980,1340.2139,581.091,2954824.777,2954833.1165,8.3395,cca_3_ratecustomer,cca_main.bpmn,2,
981,1321.21,590.301,2954841.432,2954849.7575,8.3255,cca_3_ratecustomer,cca_main.bpmn,2,
982,1343.2677,579.0445,2954858.093,2954866.443,8.35,cca_3_ratecustomer,cca_main.bpmn,2,
983,1337.4203,583.7766,2954899.7815,2954908.1235,8.342,cca_3_ratecustomer,cca_main.bpmn,2,
984,1334.9136,594.0064,2954995.602,2955008.1,12.498,cca_3_ratecustomer,cca_main.bpmn,2,
985,1343.15,586.3842,2955033.084,2955041.454,8.37,cca_3_ratecustomer,cca_main.bpmn,2,
986,1339.7094,600.1724,2955083.0975,2955091.409,8.3115,cca_3_ratecustomer,cca_main.bpmn,2,
987,879.4424,485.4445,2955262.2405,2955274.733,12.4925,Activity_1mcpixv,cca_main.bpmn,2,
988,131.6973,290.7608,2955433.041,2955474.7375,41.6965,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,1.535
989,139.7664,304.1586,2955483.0555,2955516.351,33.2955,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,1.1101
990,140.2738,314.4833,2955524.697,2955533.048,8.351,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
991,133.0471,293.4078,2955541.406,2955549.7195,8.3135,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
992,148.5754,297.7558,2955591.3575,2955599.7115,8.354,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
993,135.6081,294.2066,2955616.359,2955624.726,8.367,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
994,147.437,292.3494,2955641.3695,2955649.675,8.3055,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
995,148.4845,296.7305,2955666.3365,2955674.6985,8.362,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
996,142.4848,306.002,2955691.369,2955708.0275,16.6585,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,1.9121
997,120.1136,292.6517,2955716.348,2955724.692,8.344,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
998,137.8406,300.0036,2955741.375,2955749.684,8.309,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
999,138.3867,296.8563,2955766.3835,2955791.358,24.9745,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,2.341
1000,131.5254,305.5023,2955799.689,2955816.3755,16.6865,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,0.3742
1001,139.521,301.7797,2955833.028,2955866.3505,33.3225,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,1.1031
1002,152.988,321.5086,2955882.9955,2955899.6615,16.666,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,2,1.8614
1003,131.9064,305.5537,2955933.0055,2955957.9835,24.978,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,0.4974
1004,135.3575,321.1047,2955983.01,2956024.6285,41.6185,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,2,0.929
1005,135.2926,326.1995,2956033.0205,2956049.6245,16.604,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,2,1.2028
1006,137.0269,313.4249,2956057.959,2956066.3405,8.3815,file-explorer-file_cca_2_createcustomer.bpmn,cca_main.bpmn,2,
1007,142.405,325.9449,2956074.7095,2956116.2965,41.587,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,2,1.5843
1008,132.3156,338.045,2956141.3355,2956149.684,8.3485,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,2,
1009,182.3373,335.0008,2956174.67,2956199.607,24.937,file-explorer-file_cca_3_ratecustomer.bpmn,cca_main.bpmn,2,0.7662
